make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Suzuki,Swift,2011,Hatchback,Hatchback,Manual,Petrol,1.3L,205070,5,Karachi,585000
Toyota,Hilux,2013,Pickup,Pickup,Manual,Diesel,2.4L,158814,5,Multan,1850000
KIA,Sportage,2022,SUV,SUV,Manual,Petrol,2.0L,38764,5,Karachi,5435000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.3L,51695,5,Rawalpindi,3230000
Toyota,Prius,2011,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,228180,5,Islamabad,1145000
Suzuki,APV,2008,Van,Van,Automatic,Petrol,1.5L,214114,8,Islamabad,785000
Toyota,Prius,2024,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,16936,5,Lahore,5585000
Suzuki,Cultus,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,102854,5,Islamabad,955000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,71590,7,Islamabad,2510000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,64132,7,Faisalabad,3350000
Suzuki,Mehran,2016,Economy,Hatchback,Manual,Petrol,800cc,120062,4,Quetta,450000
Suzuki,Bolan,2016,Economy,Van,Automatic,Petrol,800cc,108364,8,Karachi,625000
Toyota,Hilux,2011,Pickup,Pickup,Manual,Diesel,2.8L,168375,5,Lahore,1625000
Honda,City,2022,Sedan,Sedan,Automatic,Petrol,1.2L,38254,5,Quetta,3430000
Honda,Vezel,2018,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,89089,5,Lahore,3065000
Toyota,Yaris,2024,Sedan,Sedan,Automatic,Petrol,1.3L,18611,5,Peshawar,4125000
Toyota,Fortuner,2017,SUV,SUV,Automatic,Diesel,2.7L,120398,7,Karachi,5095000
Toyota,Corolla,2015,Sedan,Sedan,Manual,Petrol,1.8L,139834,5,Quetta,1450000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,59945,5,Multan,1810000
Honda,Civic,2022,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,63969,5,Islamabad,5030000
Toyota,Corolla,2024,Sedan,Sedan,Manual,Petrol,1.3L,18782,5,Peshawar,5305000
Toyota,Prius,2012,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,139111,5,Lahore,1215000
Suzuki,Cultus,2025,Hatchback,Hatchback,Automatic,Petrol,1.0L,1266,5,Karachi,3305000
Toyota,Land Cruiser,2018,Luxury,SUV,Automatic,Petrol,3.5L,95472,7,Karachi,12970000
Honda,Vezel,2019,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,79308,5,Peshawar,3665000
Suzuki,APV,2017,Van,Van,Automatic,Petrol,1.5L,116824,8,Peshawar,1525000
Toyota,Hilux,2023,Pickup,Pickup,Manual,Diesel,2.4L,57467,5,Quetta,5450000
Daihatsu,Mira,2024,Economy,Hatchback,Automatic,Petrol,660cc,41838,4,Multan,1795000
Honda,Civic,2018,Sedan,Sedan,Automatic,Petrol,1.8L,104083,5,Faisalabad,2900000
Suzuki,Cultus,2018,Hatchback,Hatchback,Automatic,Petrol,1.0L,111736,5,Quetta,1175000
Suzuki,APV,2025,Van,Van,Automatic,Petrol,1.5L,8850,8,Karachi,4070000
Honda,Vezel,2015,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,121836,5,Rawalpindi,1865000
Daihatsu,Mira,2016,Economy,Hatchback,Manual,Petrol,660cc,106777,4,Quetta,685000
Suzuki,APV,2009,Van,Van,Automatic,Petrol,1.5L,201789,8,Islamabad,725000
Honda,Vezel,2020,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,76660,5,Karachi,4330000
Suzuki,Bolan,2011,Economy,Van,Manual,Petrol,800cc,160121,8,Islamabad,330000
Toyota,Hilux,2010,Pickup,Pickup,Manual,Diesel,2.8L,187697,5,Karachi,1560000
Suzuki,Alto,2023,Economy,Hatchback,Automatic,Petrol,1.0L,36699,4,Karachi,1680000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,17017,4,Multan,1290000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,40628,7,Karachi,5540000
Honda,Civic,2016,Sedan,Sedan,Automatic,Petrol,1.8L,141496,5,Rawalpindi,2540000
Honda,City,2017,Sedan,Sedan,Automatic,Petrol,1.5L,113581,5,Multan,1865000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,17069,5,Karachi,2635000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.3L,0,5,Islamabad,4700000
Daihatsu,Mira,2010,Economy,Hatchback,Automatic,Petrol,660cc,166200,4,Faisalabad,415000
Suzuki,Cultus,2016,Hatchback,Hatchback,Manual,Petrol,1.0L,129155,5,Faisalabad,855000
Honda,Vezel,2026,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,0,5,Quetta,8700000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Manual,Petrol,1.0L,24836,5,Lahore,2150000
Suzuki,Wagon R,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,136880,5,Lahore,785000
Suzuki,Cultus,2015,Hatchback,Hatchback,Automatic,Petrol,1.0L,123155,5,Multan,760000
Honda,City,2010,Sedan,Sedan,Automatic,Petrol,1.2L,183274,5,Quetta,945000
Toyota,Corolla,2022,Sedan,Sedan,Manual,Petrol,1.6L,59291,5,Rawalpindi,3650000
Toyota,Prius,2017,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,123374,5,Multan,1995000
Suzuki,Mehran,2007,Economy,Hatchback,Automatic,Petrol,800cc,220501,4,Karachi,255000
Suzuki,Alto,2019,Economy,Hatchback,Manual,Petrol,1.0L,92334,4,Karachi,955000
Toyota,Fortuner,2013,SUV,SUV,Automatic,Petrol,2.7L,188567,7,Quetta,2670000
Toyota,Corolla,2011,Sedan,Sedan,Automatic,Petrol,1.8L,218280,5,Multan,985000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,39936,5,Lahore,2010000
Honda,Civic,2014,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,155370,5,Islamabad,2085000
Toyota,Yaris,2020,Sedan,Sedan,Manual,Petrol,1.3L,67613,5,Rawalpindi,2360000
Honda,Vezel,2019,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,79512,5,Quetta,3540000
Toyota,Corolla,2009,Sedan,Sedan,Automatic,Petrol,1.8L,212336,5,Multan,1030000
Toyota,Prius,2025,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,8475,5,Quetta,5760000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,32180,5,Karachi,6395000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,6821,5,Faisalabad,3685000
Honda,Civic,2022,Sedan,Sedan,Manual,Petrol,1.5L Turbo,47735,5,Multan,4935000
Suzuki,Bolan,2010,Economy,Van,Automatic,Petrol,800cc,147259,8,Multan,365000
Suzuki,Cultus,2022,Hatchback,Hatchback,Manual,Petrol,1.0L,40822,5,Islamabad,2020000
Toyota,Hilux,2012,Pickup,Pickup,Automatic,Diesel,2.4L,129988,5,Peshawar,1995000
Suzuki,Alto,2012,Economy,Hatchback,Manual,Petrol,660cc,155254,4,Rawalpindi,390000
Toyota,Land Cruiser,2014,Luxury,SUV,Automatic,Petrol,4.6L,162940,7,Karachi,8225000
Honda,BR-V,2021,Family,SUV,Automatic,Petrol,1.5L,49961,7,Quetta,3755000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,41776,7,Karachi,4055000
Suzuki,Mehran,2011,Economy,Hatchback,Manual,Petrol,800cc,160648,4,Islamabad,245000
Suzuki,APV,2013,Van,Van,Manual,Petrol,1.5L,141830,8,Quetta,810000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,12373,5,Faisalabad,7805000
Toyota,Fortuner,2026,SUV,SUV,Automatic,Diesel,2.7L,0,7,Rawalpindi,15745000
Toyota,Prius,2025,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,18689,5,Lahore,6100000
KIA,Sportage,2026,SUV,SUV,Automatic,Petrol,2.0L,4370,5,Karachi,9510000
Toyota,Prius,2010,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,221375,5,Rawalpindi,970000
Suzuki,Wagon R,2019,Hatchback,Hatchback,Automatic,Petrol,1.0L,76199,5,Peshawar,1230000
Toyota,Land Cruiser,2026,Luxury,SUV,Manual,Petrol,3.5L,318,7,Multan,32745000
Honda,BR-V,2022,Family,SUV,Automatic,Petrol,1.5L,45294,7,Quetta,4650000
Toyota,Prius,2018,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,112675,5,Rawalpindi,2435000
KIA,Sportage,2019,SUV,SUV,Automatic,Petrol,2.0L,89639,5,Karachi,4005000
Suzuki,Alto,2021,Economy,Hatchback,Manual,Petrol,1.0L,40520,4,Karachi,1325000
Toyota,Land Cruiser,2023,Luxury,SUV,Manual,Petrol,4.6L,27006,7,Karachi,23980000
Honda,Vezel,2019,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,80548,5,Rawalpindi,3935000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,0,5,Rawalpindi,5095000
Toyota,Hilux,2020,Pickup,Pickup,Automatic,Diesel,2.8L,68387,5,Lahore,5290000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.5L,26603,5,Karachi,4595000
Suzuki,APV,2016,Van,Van,Automatic,Petrol,1.5L,119411,8,Multan,1470000
Suzuki,Mehran,2026,Economy,Hatchback,Automatic,Petrol,800cc,0,4,Peshawar,1785000
Toyota,Fortuner,2023,SUV,SUV,Automatic,Petrol,2.8L,36845,7,Multan,11710000
Hyundai,Tucson,2026,SUV,SUV,Automatic,Petrol,2.0L,0,5,Karachi,9875000
Toyota,Prius,2011,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,207966,5,Faisalabad,995000
Suzuki,Wagon R,2026,Hatchback,Hatchback,Automatic,Petrol,1.0L,0,5,Peshawar,2775000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,33432,5,Quetta,5525000
Toyota,Corolla,2023,Sedan,Sedan,Manual,Petrol,1.8L,17362,5,Karachi,5095000
Toyota,Fortuner,2014,SUV,SUV,Manual,Petrol,2.7L,120637,7,Karachi,3510000
Toyota,Fortuner,2022,SUV,SUV,Automatic,Diesel,2.8L,54447,7,Multan,7970000
Suzuki,APV,2010,Van,Van,Automatic,Petrol,1.5L,196721,8,Peshawar,690000
Suzuki,Mehran,2025,Economy,Hatchback,Automatic,Petrol,800cc,18494,4,Karachi,1500000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,62820,5,Islamabad,4220000
Suzuki,Alto,2023,Economy,Hatchback,Automatic,Petrol,1.0L,36893,4,Faisalabad,1640000
Suzuki,Wagon R,2014,Hatchback,Hatchback,Automatic,Petrol,1.0L,146726,5,Lahore,630000
Honda,Civic,2024,Sedan,Sedan,Automatic,Petrol,1.8L,31710,5,Quetta,6950000
Suzuki,Cultus,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,146956,5,Multan,790000
Honda,Vezel,2017,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,95272,5,Peshawar,2865000
Toyota,Corolla,2009,Sedan,Sedan,Manual,Petrol,1.6L,205289,5,Quetta,915000
Suzuki,Wagon R,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,112424,5,Faisalabad,930000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,32493,5,Faisalabad,6165000
Suzuki,APV,2011,Van,Van,Automatic,Petrol,1.5L,192272,8,Multan,765000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.5L,42167,5,Islamabad,2910000
Suzuki,Bolan,2012,Economy,Van,Automatic,Petrol,800cc,135425,8,Lahore,405000
Toyota,Yaris,2020,Sedan,Sedan,Automatic,Petrol,1.5L,91287,5,Quetta,2515000
Suzuki,Bolan,2007,Economy,Van,Manual,Petrol,800cc,244274,8,Faisalabad,350000
Daihatsu,Mira,2025,Economy,Hatchback,Manual,Petrol,660cc,10296,4,Lahore,2290000
Toyota,Prius,2025,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,20170,5,Quetta,5515000
Honda,City,2011,Sedan,Sedan,Manual,Petrol,1.5L,192437,5,Peshawar,830000
Hyundai,Tucson,2021,SUV,SUV,Manual,Petrol,2.0L,68755,5,Lahore,4810000
Suzuki,Alto,2018,Economy,Hatchback,Manual,Petrol,1.0L,76397,4,Faisalabad,800000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,65188,5,Peshawar,4460000
Suzuki,Cultus,2012,Hatchback,Hatchback,Automatic,Petrol,1.0L,177976,5,Quetta,530000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,68539,5,Multan,3765000
Daihatsu,Mira,2024,Economy,Hatchback,Automatic,Petrol,660cc,18041,4,Karachi,2180000
Toyota,Corolla,2021,Sedan,Sedan,Manual,Petrol,1.6L,66407,5,Rawalpindi,3410000
Toyota,Prius,2023,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,57136,5,Lahore,4375000
Toyota,Yaris,2025,Sedan,Sedan,Manual,Petrol,1.3L,19895,5,Islamabad,4205000
Suzuki,Swift,2013,Hatchback,Hatchback,Automatic,Petrol,1.3L,159790,5,Peshawar,780000
Honda,City,2020,Sedan,Sedan,Manual,Petrol,1.2L,43318,5,Karachi,2700000
Toyota,Prius,2023,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,30368,5,Lahore,4115000
Toyota,Land Cruiser,2020,Luxury,SUV,Manual,Petrol,4.6L,82187,7,Peshawar,15085000
Toyota,Hilux,2015,Pickup,Pickup,Automatic,Diesel,2.4L,134987,5,Quetta,2450000
KIA,Sportage,2019,SUV,SUV,Manual,Petrol,2.0L,84602,5,Rawalpindi,3060000
Suzuki,Swift,2018,Hatchback,Hatchback,Automatic,Petrol,1.3L,77776,5,Karachi,1600000
Suzuki,Alto,2015,Economy,Hatchback,Manual,Petrol,660cc,115064,4,Peshawar,640000
Toyota,Fortuner,2023,SUV,SUV,Automatic,Petrol,2.7L,48255,7,Lahore,11765000
Toyota,Corolla,2013,Sedan,Sedan,Manual,Petrol,1.6L,125795,5,Rawalpindi,1150000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,151577,5,Rawalpindi,575000
Toyota,Corolla,2019,Sedan,Sedan,Manual,Petrol,1.3L,58501,5,Multan,2990000
Suzuki,APV,2018,Van,Van,Manual,Petrol,1.5L,71041,8,Multan,1660000
Toyota,Prius,2011,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,192230,5,Karachi,870000
Daihatsu,Mira,2012,Economy,Hatchback,Automatic,Petrol,660cc,176157,4,Multan,425000
Suzuki,APV,2018,Van,Van,Automatic,Petrol,1.5L,97693,8,Multan,1705000
Suzuki,APV,2011,Van,Van,Automatic,Petrol,1.5L,206416,8,Faisalabad,665000
Suzuki,Swift,2019,Hatchback,Hatchback,Automatic,Petrol,1.3L,64026,5,Lahore,1725000
Toyota,Hilux,2017,Pickup,Pickup,Automatic,Diesel,2.8L,135798,5,Quetta,2855000
Toyota,Fortuner,2017,SUV,SUV,Automatic,Diesel,2.7L,99969,7,Lahore,4775000
Toyota,Land Cruiser,2021,Luxury,SUV,Automatic,Petrol,4.6L,33525,7,Karachi,22045000
Honda,City,2023,Sedan,Sedan,Manual,Petrol,1.2L,36060,5,Peshawar,3570000
Toyota,Land Cruiser,2017,Luxury,SUV,Manual,Petrol,4.6L,76941,7,Multan,11120000
Toyota,Fortuner,2026,SUV,SUV,Manual,Diesel,2.8L,0,7,Faisalabad,15145000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,37295,5,Peshawar,3010000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,46991,5,Quetta,1740000
Toyota,Corolla,2016,Sedan,Sedan,Automatic,Petrol,1.8L,96042,5,Karachi,1980000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.3L,50666,5,Multan,3140000
Honda,City,2015,Sedan,Sedan,Automatic,Petrol,1.5L,141185,5,Quetta,1360000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,59023,7,Faisalabad,3315000
Honda,Vezel,2017,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,101056,5,Quetta,2975000
Honda,BR-V,2022,Family,SUV,Automatic,Petrol,1.5L,53414,7,Karachi,3995000
Suzuki,Cultus,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,50061,5,Islamabad,1615000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,61668,7,Islamabad,3155000
Toyota,Land Cruiser,2012,Luxury,SUV,Manual,Petrol,4.6L,182866,7,Rawalpindi,5405000
Suzuki,Mehran,2013,Economy,Hatchback,Automatic,Petrol,800cc,148219,4,Quetta,300000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,52768,7,Peshawar,3675000
Toyota,Fortuner,2015,SUV,SUV,Automatic,Petrol,2.8L,148689,7,Quetta,3590000
Suzuki,Cultus,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,143189,5,Islamabad,690000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.3L,0,5,Islamabad,4940000
Honda,Civic,2013,Sedan,Sedan,Automatic,Petrol,1.8L,148016,5,Quetta,1870000
Toyota,Hilux,2016,Pickup,Pickup,Manual,Diesel,2.4L,132430,5,Quetta,2360000
Suzuki,Swift,2019,Hatchback,Hatchback,Automatic,Petrol,1.3L,106213,5,Rawalpindi,1685000
Suzuki,Cultus,2025,Hatchback,Hatchback,Automatic,Petrol,1.0L,11800,5,Islamabad,3190000
Toyota,Fortuner,2014,SUV,SUV,Automatic,Diesel,2.7L,163484,7,Rawalpindi,3550000
Suzuki,Swift,2016,Hatchback,Hatchback,Automatic,Petrol,1.3L,121928,5,Rawalpindi,1165000
KIA,Sportage,2023,SUV,SUV,Automatic,Petrol,2.0L,51355,5,Karachi,6090000
Honda,Vezel,2016,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,127621,5,Multan,2125000
Toyota,Corolla,2017,Sedan,Sedan,Manual,Petrol,1.8L,112377,5,Quetta,1965000
Suzuki,Wagon R,2022,Hatchback,Hatchback,Automatic,Petrol,1.0L,49431,5,Rawalpindi,2035000
Honda,Vezel,2019,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,65207,5,Multan,3500000
Suzuki,APV,2026,Van,Van,Manual,Petrol,1.5L,0,8,Lahore,4910000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,43058,7,Rawalpindi,3085000
Suzuki,Mehran,2011,Economy,Hatchback,Automatic,Petrol,800cc,161926,4,Faisalabad,250000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.5L,33296,5,Quetta,3410000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Manual,Petrol,1.0L,45351,5,Faisalabad,2025000
Honda,Vezel,2021,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,74655,5,Peshawar,4935000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Rawalpindi,8870000
Suzuki,APV,2016,Van,Van,Manual,Petrol,1.5L,108784,8,Peshawar,1355000
Suzuki,Swift,2025,Hatchback,Hatchback,Manual,Petrol,1.3L,20156,5,Quetta,3340000
Hyundai,Tucson,2025,SUV,SUV,Automatic,Petrol,2.0L,14258,5,Karachi,8625000
Toyota,Hilux,2013,Pickup,Pickup,Automatic,Diesel,2.8L,162492,5,Quetta,1795000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,56364,5,Karachi,3665000
Honda,Vezel,2017,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,95841,5,Rawalpindi,3115000
Honda,BR-V,2026,Family,SUV,Manual,Petrol,1.5L,0,7,Quetta,6585000
Toyota,Hilux,2014,Pickup,Pickup,Automatic,Diesel,2.8L,109122,5,Rawalpindi,2060000
Suzuki,Alto,2016,Economy,Hatchback,Manual,Petrol,660cc,129556,4,Peshawar,635000
Toyota,Corolla,2022,Sedan,Sedan,Automatic,Petrol,1.6L,52767,5,Islamabad,4110000
Toyota,Prius,2026,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,12285,5,Karachi,6435000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,5916,5,Karachi,8530000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,26102,5,Peshawar,7185000
Suzuki,Bolan,2023,Economy,Van,Manual,Petrol,800cc,37352,8,Lahore,1505000
Suzuki,Swift,2026,Hatchback,Hatchback,Automatic,Petrol,1.3L,0,5,Islamabad,4425000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,660cc,77732,4,Multan,900000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.5L,13637,5,Islamabad,5180000
Honda,Civic,2022,Sedan,Sedan,Manual,Petrol,1.8L,65246,5,Peshawar,4355000
Honda,BR-V,2021,Family,SUV,Automatic,Petrol,1.5L,58331,7,Peshawar,3530000
Suzuki,APV,2010,Van,Van,Automatic,Petrol,1.5L,186097,8,Rawalpindi,685000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,72951,5,Quetta,4070000
Suzuki,Swift,2014,Hatchback,Hatchback,Manual,Petrol,1.3L,147056,5,Faisalabad,805000
Toyota,Prius,2022,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,49644,5,Peshawar,3710000
Toyota,Prius,2026,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,9925,5,Islamabad,6810000
Toyota,Land Cruiser,2017,Luxury,SUV,Automatic,Petrol,4.6L,117733,7,Multan,11685000
Suzuki,Bolan,2009,Economy,Van,Automatic,Petrol,800cc,196153,8,Islamabad,355000
Toyota,Hilux,2020,Pickup,Pickup,Manual,Diesel,2.4L,75956,5,Lahore,5105000
Suzuki,Bolan,2015,Economy,Van,Manual,Petrol,800cc,149404,8,Karachi,560000
Suzuki,Bolan,2021,Economy,Van,Automatic,Petrol,800cc,83158,8,Karachi,1165000
Toyota,Corolla,2017,Sedan,Sedan,Automatic,Petrol,1.6L,113658,5,Lahore,2110000
Toyota,Yaris,2025,Sedan,Sedan,Automatic,Petrol,1.5L,8912,5,Quetta,4330000
Toyota,Prius,2015,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,102294,5,Multan,1690000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.3L,65412,5,Peshawar,3210000
Toyota,Land Cruiser,2019,Luxury,SUV,Manual,Petrol,3.5L,87956,7,Faisalabad,13810000
Suzuki,Mehran,2008,Economy,Hatchback,Manual,Petrol,800cc,199740,4,Lahore,260000
Honda,BR-V,2019,Family,SUV,Manual,Petrol,1.5L,88396,7,Quetta,2745000
Suzuki,Bolan,2025,Economy,Van,Automatic,Petrol,800cc,5686,8,Quetta,2205000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.5L,42316,5,Karachi,2805000
Toyota,Prius,2020,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,64902,5,Islamabad,3130000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,34776,5,Peshawar,2770000
Toyota,Land Cruiser,2024,Luxury,SUV,Manual,Petrol,4.6L,7851,7,Quetta,25975000
Toyota,Prius,2016,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,129671,5,Faisalabad,1855000
Suzuki,Swift,2017,Hatchback,Hatchback,Manual,Petrol,1.3L,96412,5,Quetta,1250000
Honda,Vezel,2019,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,89051,5,Quetta,3055000
Suzuki,Wagon R,2026,Hatchback,Hatchback,Manual,Petrol,1.0L,0,5,Faisalabad,3025000
Toyota,Fortuner,2024,SUV,SUV,Automatic,Petrol,2.8L,21359,7,Quetta,11415000
Daihatsu,Mira,2011,Economy,Hatchback,Automatic,Petrol,660cc,191979,4,Faisalabad,380000
Suzuki,APV,2024,Van,Van,Automatic,Petrol,1.5L,37225,8,Multan,3785000
Suzuki,Swift,2026,Hatchback,Hatchback,Automatic,Petrol,1.3L,8756,5,Faisalabad,4200000
Daihatsu,Mira,2013,Economy,Hatchback,Manual,Petrol,660cc,171754,4,Islamabad,520000
Suzuki,Bolan,2009,Economy,Van,Automatic,Petrol,800cc,171221,8,Faisalabad,345000
Hyundai,Tucson,2022,SUV,SUV,Automatic,Petrol,2.0L,65844,5,Lahore,6165000
Suzuki,APV,2019,Van,Van,Manual,Petrol,1.5L,79655,8,Lahore,2200000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.3L,56975,5,Peshawar,2795000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,63792,4,Peshawar,1445000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.5L,27750,5,Faisalabad,3960000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.5L,14176,5,Peshawar,4810000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,64450,5,Quetta,5510000
Toyota,Land Cruiser,2022,Luxury,SUV,Manual,Petrol,4.6L,56523,7,Quetta,18180000
Toyota,Fortuner,2018,SUV,SUV,Manual,Petrol,2.7L,80514,7,Islamabad,5870000
Toyota,Prius,2012,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,172012,5,Peshawar,1190000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,1.0L,100310,4,Islamabad,865000
Hyundai,Tucson,2025,SUV,SUV,Automatic,Petrol,2.0L,16405,5,Rawalpindi,8550000
Suzuki,Swift,2018,Hatchback,Hatchback,Manual,Petrol,1.3L,57200,5,Rawalpindi,1680000
Suzuki,Alto,2021,Economy,Hatchback,Manual,Petrol,1.0L,47606,4,Quetta,1295000
Honda,City,2022,Sedan,Sedan,Automatic,Petrol,1.5L,57744,5,Islamabad,3230000
Suzuki,Wagon R,2014,Hatchback,Hatchback,Automatic,Petrol,1.0L,131328,5,Faisalabad,640000
Toyota,Yaris,2023,Sedan,Sedan,Automatic,Petrol,1.5L,26181,5,Peshawar,3750000
Toyota,Hilux,2017,Pickup,Pickup,Automatic,Diesel,2.4L,107265,5,Rawalpindi,3205000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,2046,5,Islamabad,8245000
Suzuki,Mehran,2006,Economy,Hatchback,Manual,Petrol,800cc,234602,4,Quetta,220000
Suzuki,APV,2016,Van,Van,Automatic,Petrol,1.5L,141058,8,Quetta,1250000
Suzuki,Wagon R,2020,Hatchback,Hatchback,Manual,Petrol,1.0L,79139,5,Peshawar,1305000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,37542,5,Peshawar,6120000
Hyundai,Tucson,2025,SUV,SUV,Manual,Petrol,2.0L,0,5,Islamabad,8455000
Honda,Vezel,2019,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,87856,5,Faisalabad,3380000
Suzuki,Cultus,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,120814,5,Rawalpindi,915000
Honda,City,2017,Sedan,Sedan,Manual,Petrol,1.5L,84081,5,Quetta,1655000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,102547,7,Islamabad,2610000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,170785,5,Quetta,565000
